date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:05:30	127032/127032	---M-Z	200	added ('OK')	text/html	etag:%221f038-63f20e418093a-gzip%22	https://coderthemes.com/zircos/layouts/apps-real-estate-property-details.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/apps-real-estate-property-details.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:30	123603/123603	---M-Z	200	added ('OK')	text/html	etag:%221e2d3-63f20e417e9fa-gzip%22	https://coderthemes.com/zircos/layouts/apps-real-estate-add-property.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/apps-real-estate-add-property.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:30	134800/134800	---M-Z	200	added ('OK')	text/html	etag:%2220e90-63f20e417e9fa-gzip%22	https://coderthemes.com/zircos/layouts/apps-real-estate-agents.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/apps-real-estate-agents.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:31	130061/130061	---M-Z	200	added ('OK')	text/html	etag:%221fc0d-63f20e417e9fa-gzip%22	https://coderthemes.com/zircos/layouts/apps-real-estate-agent-details.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/apps-real-estate-agent-details.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:31	136302/136302	---M-Z	200	added ('OK')	text/html	etag:%222146e-63f20e417e9fa-gzip%22	https://coderthemes.com/zircos/layouts/apps-real-estate-customers.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/apps-real-estate-customers.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:31	134397/134397	---M-Z	200	added ('OK')	text/html	etag:%2220cfd-63f20e418093a-gzip%22	https://coderthemes.com/zircos/layouts/apps-real-estate-transactions.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/apps-real-estate-transactions.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:31	132735/132735	---M-Z	200	added ('OK')	text/html	etag:%222067f-63f20e418093a-gzip%22	https://coderthemes.com/zircos/layouts/apps-real-estate-reviews.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/apps-real-estate-reviews.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:32	137445/137445	---M-Z	200	added ('OK')	text/html	etag:%22218e5-63f20e417e9fa-gzip%22	https://coderthemes.com/zircos/layouts/apps-invoices.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/apps-invoices.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:32	119319/119319	---M-Z	200	added ('OK')	text/html	etag:%221d217-63f20e417e9fa-gzip%22	https://coderthemes.com/zircos/layouts/apps-invoice-details.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/apps-invoice-details.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:32	126610/126610	---M-Z	200	added ('OK')	text/html	etag:%221ee92-63f20e417e9fa-gzip%22	https://coderthemes.com/zircos/layouts/apps-invoice-create.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/apps-invoice-create.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:32	109035/109035	---M-Z	200	added ('OK')	text/html	etag:%221a9eb-63f20e41866fa-gzip%22	https://coderthemes.com/zircos/layouts/pages-starter.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/pages-starter.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:32	124865/124865	---M-Z	200	added ('OK')	text/html	etag:%221e7c1-63f20e41866fa-gzip%22	https://coderthemes.com/zircos/layouts/pages-profile.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/pages-profile.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:33	115650/115650	---M-Z	200	added ('OK')	text/html	etag:%221c3c2-63f20e41866fa-gzip%22	https://coderthemes.com/zircos/layouts/pages-about-us.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/pages-about-us.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:33	113045/113045	---M-Z	200	added ('OK')	text/html	etag:%221b995-63f20e41866fa-gzip%22	https://coderthemes.com/zircos/layouts/pages-contact-us.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/pages-contact-us.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:33	129246/129246	---M-Z	200	added ('OK')	text/html	etag:%221f8de-63f20e41866fa-gzip%22	https://coderthemes.com/zircos/layouts/pages-members.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/pages-members.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:33	138554/138554	---M-Z	200	added ('OK')	text/html	etag:%2221d3a-63f20e41866fa-gzip%22	https://coderthemes.com/zircos/layouts/pages-search-results.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/pages-search-results.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:33	114165/114165	---M-Z	200	added ('OK')	text/html	etag:%221bdf5-63f20e41866fa-gzip%22	https://coderthemes.com/zircos/layouts/pages-pricing.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/pages-pricing.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:34	133860/133860	---M-Z	200	added ('OK')	text/html	etag:%2220ae4-63f20e41866fa-gzip%22	https://coderthemes.com/zircos/layouts/pages-faq.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/pages-faq.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:34	2205/2205	---M-Z	200	added ('OK')	text/html	etag:%2289d-63782f056e2b5-gzip%22	https://coderthemes.com/zircos/layouts/pages-maintenance.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/pages-maintenance.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:34	130475/130475	---M-Z	200	added ('OK')	text/html	etag:%221fdab-63f20e41866fa-gzip%22	https://coderthemes.com/zircos/layouts/pages-timeline.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/pages-timeline.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:34	5004/5004	---M-Z	200	added ('OK')	text/html	etag:%22138c-63f20e41866fa-gzip%22	https://coderthemes.com/zircos/layouts/pages-coming-soon.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/pages-coming-soon.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:35	3861/3861	---M-Z	200	added ('OK')	text/html	etag:%22f15-63f20e41818da-gzip%22	https://coderthemes.com/zircos/layouts/auth-login.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/auth-login.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:35	4137/4137	---M-Z	200	added ('OK')	text/html	etag:%221029-63f20e41818da-gzip%22	https://coderthemes.com/zircos/layouts/auth-register.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/auth-register.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:35	3367/3367	---M-Z	200	added ('OK')	text/html	etag:%22d27-63f20e41818da-gzip%22	https://coderthemes.com/zircos/layouts/auth-logout.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/auth-logout.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:36	3041/3041	---M-Z	200	added ('OK')	text/html	etag:%22be1-63f20e41818da-gzip%22	https://coderthemes.com/zircos/layouts/auth-recoverpw.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/auth-recoverpw.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:36	3570/3570	---M-Z	200	added ('OK')	text/html	etag:%22df2-63f20e41818da-gzip%22	https://coderthemes.com/zircos/layouts/auth-createpw.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/auth-createpw.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:36	3313/3313	---M-Z	200	added ('OK')	text/html	etag:%22cf1-63f20e41818da-gzip%22	https://coderthemes.com/zircos/layouts/auth-lock-screen.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/auth-lock-screen.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:37	3266/3266	---M-Z	200	added ('OK')	text/html	etag:%22cc2-63f20e41818da-gzip%22	https://coderthemes.com/zircos/layouts/auth-confirm-mail.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/auth-confirm-mail.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:37	3714/3714	---M-Z	200	added ('OK')	text/html	etag:%22e82-63f20e41818da-gzip%22	https://coderthemes.com/zircos/layouts/auth-login-pin.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/auth-login-pin.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:38	2689/2689	---M-Z	200	added ('OK')	text/html	etag:%22a81-63f20e418381a-gzip%22	https://coderthemes.com/zircos/layouts/error-401.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/error-401.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:38	2705/2705	---M-Z	200	added ('OK')	text/html	etag:%22a91-63f20e418381a-gzip%22	https://coderthemes.com/zircos/layouts/error-400.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/error-400.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:38	2739/2739	---M-Z	200	added ('OK')	text/html	etag:%22ab3-63f20e418381a-gzip%22	https://coderthemes.com/zircos/layouts/error-403.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/error-403.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:39	2700/2700	---M-Z	200	added ('OK')	text/html	etag:%22a8c-63f20e418381a-gzip%22	https://coderthemes.com/zircos/layouts/error-404.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/error-404.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:39	2718/2718	---M-Z	200	added ('OK')	text/html	etag:%22a9e-63f20e418381a-gzip%22	https://coderthemes.com/zircos/layouts/error-500.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/error-500.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:39	2760/2760	---M-Z	200	added ('OK')	text/html	etag:%22ac8-63f20e418381a-gzip%22	https://coderthemes.com/zircos/layouts/error-service-unavailable.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/error-service-unavailable.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:40	110369/110369	---M-Z	200	added ('OK')	text/html	etag:%221af21-63f20e418381a-gzip%22	https://coderthemes.com/zircos/layouts/error-404-alt.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/error-404-alt.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:40	114199/114199	---M-Z	200	added ('OK')	text/html	etag:%221be17-63f20e418575a-gzip%22	https://coderthemes.com/zircos/layouts/layouts-horizontal.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/layouts-horizontal.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:41	140247/140247	---M-Z	200	added ('OK')	text/html	etag:%22223d7-63f20e418575a-gzip%22	https://coderthemes.com/zircos/layouts/layouts-detached.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/layouts-detached.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:41	142081/142081	---M-Z	200	added ('OK')	text/html	etag:%2222b01-63f20e418575a-gzip%22	https://coderthemes.com/zircos/layouts/layouts-full.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/layouts-full.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:41	155252/155252	---M-Z	200	added ('OK')	text/html	etag:%2225e74-63f20e418575a-gzip%22	https://coderthemes.com/zircos/layouts/layouts-fullscreen.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/layouts-fullscreen.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:41	140245/140245	---M-Z	200	added ('OK')	text/html	etag:%22223d5-63f20e418575a-gzip%22	https://coderthemes.com/zircos/layouts/layouts-hover.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/layouts-hover.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:42	155246/155246	---M-Z	200	added ('OK')	text/html	etag:%2225e6e-63f20e418575a-gzip%22	https://coderthemes.com/zircos/layouts/layouts-compact.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/layouts-compact.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:42	142091/142091	---M-Z	200	added ('OK')	text/html	etag:%2222b0b-63f20e418575a-gzip%22	https://coderthemes.com/zircos/layouts/layouts-icon-view.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/layouts-icon-view.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:42	144837/144837	---M-Z	200	added ('OK')	text/html	etag:%22235c5-63f20e418769a-gzip%22	https://coderthemes.com/zircos/layouts/ui-accordions.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-accordions.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:42	131580/131580	---M-Z	200	added ('OK')	text/html	etag:%22201fc-63f20e418769a-gzip%22	https://coderthemes.com/zircos/layouts/ui-alerts.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-alerts.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:43	132590/132590	---M-Z	200	added ('OK')	text/html	etag:%22205ee-63f20e418769a-gzip%22	https://coderthemes.com/zircos/layouts/ui-avatars.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-avatars.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:43	119575/119575	---M-Z	200	added ('OK')	text/html	etag:%221d317-63f20e418769a-gzip%22	https://coderthemes.com/zircos/layouts/ui-badges.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-badges.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:43	117504/117504	---M-Z	200	added ('OK')	text/html	etag:%221cb00-63f20e418769a-gzip%22	https://coderthemes.com/zircos/layouts/ui-breadcrumb.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-breadcrumb.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:43	137123/137123	---M-Z	200	added ('OK')	text/html	etag:%22217a3-63f20e418863a-gzip%22	https://coderthemes.com/zircos/layouts/ui-buttons.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-buttons.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:43	136835/136835	---M-Z	200	added ('OK')	text/html	etag:%2221683-63f20e418863a-gzip%22	https://coderthemes.com/zircos/layouts/ui-cards.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-cards.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:44	128990/128990	---M-Z	200	added ('OK')	text/html	etag:%221f7de-63f20e418863a-gzip%22	https://coderthemes.com/zircos/layouts/ui-carousel.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-carousel.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:44	116192/116192	---M-Z	200	added ('OK')	text/html	etag:%221c5e0-63f20e418863a-gzip%22	https://coderthemes.com/zircos/layouts/ui-collapse.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-collapse.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:44	163498/163498	---M-Z	200	added ('OK')	text/html	etag:%2227eaa-63f20e418863a-gzip%22	https://coderthemes.com/zircos/layouts/ui-dropdowns.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-dropdowns.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:44	112475/112475	---M-Z	200	added ('OK')	text/html	etag:%221b75b-63f20e41895da-gzip%22	https://coderthemes.com/zircos/layouts/ui-ratios.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-ratios.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:44	124659/124659	---M-Z	200	added ('OK')	text/html	etag:%221e6f3-63f20e418863a-gzip%22	https://coderthemes.com/zircos/layouts/ui-grid.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-grid.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:45	121539/121539	---M-Z	200	added ('OK')	text/html	etag:%221dac3-63f20e418863a-gzip%22	https://coderthemes.com/zircos/layouts/ui-links.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-links.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:45	135129/135129	---M-Z	200	added ('OK')	text/html	etag:%2220fd9-63f20e418863a-gzip%22	https://coderthemes.com/zircos/layouts/ui-list-group.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-list-group.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:45	198713/198713	---M-Z	200	added ('OK')	text/html	etag:%2230839-63f20e418863a-gzip%22	https://coderthemes.com/zircos/layouts/ui-modals.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-modals.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:45	126512/126512	---M-Z	200	added ('OK')	text/html	etag:%221ee30-63f20e418863a-gzip%22	https://coderthemes.com/zircos/layouts/ui-notifications.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-notifications.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:46	131304/131304	---M-Z	200	added ('OK')	text/html	etag:%22200e8-63f20e418863a-gzip%22	https://coderthemes.com/zircos/layouts/ui-offcanvas.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-offcanvas.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:46	118401/118401	---M-Z	200	added ('OK')	text/html	etag:%221ce81-63f20e41895da-gzip%22	https://coderthemes.com/zircos/layouts/ui-placeholders.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-placeholders.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:46	140604/140604	---M-Z	200	added ('OK')	text/html	etag:%222253c-63f20e41895da-gzip%22	https://coderthemes.com/zircos/layouts/ui-pagination.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-pagination.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:46	118605/118605	---M-Z	200	added ('OK')	text/html	etag:%221cf4d-63f20e41895da-gzip%22	https://coderthemes.com/zircos/layouts/ui-popovers.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-popovers.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:46	125069/125069	---M-Z	200	added ('OK')	text/html	etag:%221e88d-63f20e41895da-gzip%22	https://coderthemes.com/zircos/layouts/ui-progress.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-progress.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:47	129862/129862	---M-Z	200	added ('OK')	text/html	etag:%221fb46-63f20e41895da-gzip%22	https://coderthemes.com/zircos/layouts/ui-scrollspy.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-scrollspy.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:47	120106/120106	---M-Z	200	added ('OK')	text/html	etag:%221d52a-63f20e41895da-gzip%22	https://coderthemes.com/zircos/layouts/ui-spinners.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-spinners.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:47	143006/143006	---M-Z	200	added ('OK')	text/html	etag:%2222e9e-63f20e41895da-gzip%22	https://coderthemes.com/zircos/layouts/ui-tabs.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-tabs.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:47	119670/119670	---M-Z	200	added ('OK')	text/html	etag:%221d376-63f20e41895da-gzip%22	https://coderthemes.com/zircos/layouts/ui-tooltips.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-tooltips.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
18:05:48	137941/137941	---M-Z	200	added ('OK')	text/html	etag:%2221ad5-63f20e41895da-gzip%22	https://coderthemes.com/zircos/layouts/ui-typography.html	C:/Users/VICTUS/Desktop/zircos/zircos/coderthemes.com/zircos/layouts/ui-typography.html	(from https://coderthemes.com/zircos/layouts/dashboard-real-estate.html)
